,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review,pos_review_en,neg_review_en
849,Iris,Aceptable,La recepcionista muy simpática.,"Lo único que pedí fue cama de matrimonio ya que era una celebración y la petición no fue procesada 
Además las chicas de la limpieza hacen mucho ruido desde bien temprano y te despiertan...",España,5.0,En pareja,Habitación Doble - 1 o 2 camas,2021-04-25,The very nice receptionist.,"All I asked for was a double bed as it was a celebration and the request was not processed 
In addition, cleaning girls make a lot of noise from very early and wake you up..."
850,Javier,Agradable,"Buena ubicación aunque sin vistas, habitación muy amplia","El wifi funciona fatal, si necesitas trabajar no vayas. Ademas preguntamos en recepción como solucionarlo y la respuesta fue “ui el wifi va muy mal en toda andorra siempre... tendras que comprar un usb” entonces, si es asi, quita el servicio de wifi de la descripción del hotel mejor",España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2021-04-17,"Good location but no view, very spacious room","The wifi works terrible, if you need to work don't go. In addition we asked at reception how to solve it and the answer was ""ui the wifi goes very bad in all andorra always... you will have to buy a usb"" then, if so, remove the wifi service from the description of the hotel best"
851,Mireia,Bien,Situacion y tamaño habitación,"Desayuno, teniendo en cuenta las medidas covid que toma el hotel.. el coste del desayuno debería ser más economico teniendo en cuenta la poca variedad que ofrecen",España,7.0,En familia,Habitación Familiar,2021-04-05,Situation and Room Size,"Breakfast, taking into account the covid measures taken by the hotel.. the cost of breakfast should be cheaper considering the little variety they offer"
852,Juan,Llamada de recepción durante la madrugada,En general la relación calidad-precio es buena.,"El recepcionista de la noche tenía muy mala actitud y llamó a mi habitación durante la madrugada pensando que estaba de fiesta. Antes de llamar a acusar, debería asegurarse cual es la habitación que estaba de fiesta porque me ha despertado cuando tenia madrugar para reuniones importantes y me ha fastidiado mi sueño. Más cuidado de lanzar acusaciones sin estar seguro.",España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-03-15,"In general, the value for money is good.","The receptionist of the night had a very bad attitude and called my room during the morning thinking that I was partying. Before calling to accuse, I should make sure which room was partying because it woke me up when I had early morning for important meetings and it ruined my dream. Be more careful about throwing accusations without being sure."
853,Victor,Agradable,Ubicación,"El desayuno escaso.
Mucho calor en las habitaciones y almohada incómoda.
Limpieza",España,6.0,En grupo,Habitación Triple,2021-03-15,Location,"The breakfast is scarce.
Very hot in the rooms and uncomfortable pillow.
Cleanliness"
854,Lucas,Bien,"Bien situado, cómodo",Un poco antiguo,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-02-25,"Well located, comfortable",Un poco antiguo.
855,Alejandra,"Bad attention, NO RECOMENDABLE","Me a parecido que no cumple con los requisitos minimos, el hotel, brinda una atencion muy pobre, el concerje del hotel un señor que habia en el turno de noche, me trato con un vocavulario totalmente inadecuado porque no encontraba mi reserva en el hotel, me dijo palabras textuales como (no me queda otra que dejarte entrar,acompañados de una gesticulación inapropiada).","la atención malisima, el que se tenga que pagar 18€ por el parking lo encontre desmesurado. 
definitivamnete muy mala la atención pero sobre todo el personal, el hombre que estuvo de guardia por la noche el martes 16 de feb.",España,1.0,En pareja,Habitación Doble - 1 o 2 camas,2021-02-18,"I think that it does not meet the minimum requirements, the hotel, provides very poor attention, the hotel arrangement a man who was on the night shift, I treat myself with a totally inadequate vocabulary because I could not find my reservation in the hotel, he told me textual words such as (I have no choice but to let you in,accompanied by an inappropriate gesture).","the bad attention, the one who has to pay 18€ for the parking I found it excessive. 
definitely very bad attention but especially the staff, the man who was on duty at night on Tuesday 16 Feb."
856,Hector,Alojamiento,"Pagamos una habitación estándar y nos metieron en una familiar sin recargo, personal del hotel muy amables y profesionales","Para tener 4 estrellas hay que renovarse, una Tv con 15 canales, la mampara del baño inútil con el regulador de temperatura roto, el otro baño que teníamos perdía por la junta del plato de ducha y se encharcaba.. muebles que han pasado a mejor vida y sobretodo las puertas de cartón piedra.",España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-02-15,"We paid for a standard room and we were put in a family room with no surcharge, very friendly and professional hotel staff","To have 4 stars you have to renovate, a TV with 15 channels, the screen of the useless bathroom with the broken temperature regulator, the other bathroom that we had was lost by the joint of the shower tray and watered.. furniture that has passed to better life and above all the cardboard stone doors."
857,Laia,Excelente habitación poca limpieza,"Un horror la limpieza del hotel, no es para nada un hotel de 4 estrellas, muebles y suelo mal",,España,4.0,En grupo,Habitación Doble - 1 o 2 camas,2021-02-09,"A horror the cleanliness of the hotel, it is not at all a 4 star hotel, furniture and bad floor",
858,Jenifer,buen alojamiento,Estubo bien por precio,que no entraba desayuno,España,7.0,En pareja,Habitación Triple (2 adultos + 1 niño),2021-01-31,I was good for the price,that breakfast did not enter
859,Francisco,Decepcionante,Buena ubicación muy cerca del centro,"Habitacion muy desvencijada , la nevera en funcionamiento pero muy sucia, mobiliario de la habitación en mal estado,necesita una buena reforma ,no cumple las expectativas de un hotel de 4 estrellas",España,4.0,Persona que viaja sola,Habitación Doble - 1 o 2 camas,2021-01-19,Good location very close to the center,"Very dilapidated room, the fridge in operation but very dirty, furniture of the room in poor condition,needs a good renovation , does not meet the expectations of a 4-star hotel"
860,Maria,Aniversario bien personal turno noche mal,La habitación,Que no pude cenar ni desayunar,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-01-10,The bedroom,That I couldn't have dinner or breakfast
861,Meritxell,No es un 4 estrellas ni se le acerca.,La cama era cómoda.,"Habitación y sobretodo el baño sucio. Puertas destartaladas. Como artículo de aseo únicamente dos botes de gel que servia como champú, unos pañuelos y una pastillita de jabón (1 pack por baño). En el piknic del desayuno 1 mini bote de leche por persona (tamaño dedal de coser) y nada de cacao soluble... con dos niñas muy mal, hemos tenido que buscar desayuno fuera.",España,3.0,En familia,Habitación Cuádruple Estándar,2021-01-10,Bed was very comfortable.,"Room and especially the dirty bathroom. Dismantled doors. As a toiletries item only two gel cans that served as a shampoo, a handkerchief and a soap bar (1 pack per bath). In the breakfast picnic 1 mini milk pot per person (size of sewing thimble) and no soluble cocoa... with two girls very badly, we had to look for breakfast outside."
862,Marc,Un poquito por debajo de mis espectativas,"La habitación era muy grande, contaba con 2 baños; uno con ducha y el otro con bañera.
La cama también era grande y bastante comoda.","Habitaciones poco insonorizadas. 
Había bastantes detalles que te hacían ver que el hotel necesita una reforma. Muebles gastados, alguna humedad en los baños, decoración un pelín anticuada…",España,5.0,En pareja,Habitación Doble - 1 o 2 camas,2021-01-07,"The room was very large, it had 2 bathrooms; one with shower and the other with bathtub.
The bed was also large and quite comfortable.","Low soundproofed rooms. 
There were many details that made you see that the hotel needs a renovation. Worn furniture, some humidity in the bathrooms, decorating an old-fashioned pellet…"
863,Juan,Bien,la situacion es buena,el hotel es bastante antiguo y no tiene muchas comodidades. mueble muy viejos. cuarto de baño también viejo,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2021-01-06,the situation is good,the hotel is quite old and does not have many amenities. very old furniture. bathroom also old
864,David,Bien,Servicio del Restaurante su comida y sobre todo su personal,Algunos de su recepcionistas con mucha carencia de empatía y vocación de servicio ( muy mejorable),España,7.0,Persona que viaja sola,Habitación Doble - 1 o 2 camas,2021-01-05,Restaurant service your food and especially your staff,Some of your receptionists with a lot of lack of empathy and vocation for service ( much improved)
865,Rafa,No es un hotel de 4 estrellas,"Visto lo visto en Andorra las estrellas las regalan. No es un hotel de 4 estrellas. Es muy sencillo. 
La ubicación muy buena. El desayuno básico.","El wifi es malísimo, en las habitaciones apenas llega la conexión. Los muebles y las puertas necesitan un arreglo.",España,6.0,En pareja,Habitación Doble - 1 o 2 camas,2021-01-04,"Seen what you see in Andorra, the stars give them away. This is not a 4-star hotel. It's very simple. 
The location is very good. The basic breakfast.","The wifi is very bad, in the rooms just the connection arrives. Furniture and doors need fixing."
866,Aida,Bien,Las habitaciones muy cómodas,"Todo bien, salvo la conexión a internet. Solo funcionaba en la recepción y no hubo manera de poder trabajar en la habitación y el personal de la tarde no lo supo gestionar ni solucionar",España,7.0,Persona que viaja sola,Habitación Individual,2020-12-25,Very comfortable rooms,Everything is fine except the internet connection. It only worked at the reception and there was no way to work in the room and the afternoon staff did not know how to manage or solve it
867,Emilia,Muy antipáticos en recepción,Alguien debería formar a los recepcionistas. Hablan sin mirar a la persona que les habla. No saludan . Alucinante,,España,7.0,En pareja,Habitación Doble - 1 o 2 camas,2020-11-24,Someone should train receptionists. They talk without looking at the person talking to them. They don't say hello .,
868,Miguel,Decepcionante,El servicio de Cafeteria,,España,4.0,En pareja,Habitación Doble - 1 o 2 camas,2020-10-22,526. The dining service,
