client,nationality,title,pos_review,pos_review_en,pos_compound,pos_comp_score,len_pos_review,neg_review,neg_review_en,neg_compound,neg_comp_score,len_neg_review,date_review,year_review,month_review,score,score_2,travel_type,room_type
Montse_72,España,Bien,La habitación bien,The bedroom,0.0,neutral,18,El  colchón es bastante  blando,The  mattress is quite  soft,0.0,neutral,31,2022-09-18,2022,9,7.0,Good,En grupo,Habitación Cuádruple Estándar
Tania,España,No repetiria.,La habitación era enorme y el personal muy amable.,The room was huge and the staff very friendly.,0.6997,positive,50,"Nos cambiaron de habitacion porque la nevera estaba muy sucia, incluso una de las sillas plegables negras. El baño tenia muchos desperfectos y no daba la sensacion de que estuviese limpio.","They changed our room because the fridge was very dirty, even one of the black folding chairs. The bathroom had many defects and did not give the feeling that it was clean.",-0.5519,negative,188,2022-09-13,2022,9,6.0,Ok,En grupo,Habitación Triple
Neladriana,España,Un año más visitando Andorra,La ubicación  y tamaño de las habitaciones.,The location  and size of the rooms.,0.0,neutral,43,"Al haberlo visitado varios años, observamos que hay un gran deterioro en las habitaciones , pues están para reformar sobretodo los baños, ya que se sale el agua por todos los sitios,las clavijas de la luz se caen, por estar despegadas, los muebles tienen muchas marcas de  uso y la tele es pequeña y con TDT, un poco desfasada.También la comida del menú ha perdido calidad respecto a años anteriores.Una pena si no lo corrigen.","Having visited it for several years, we observe that there is a great deterioration in the rooms, as they are to reform especially the bathrooms, since the water comes out everywhere, the pins of light fall off, because they are detached, the furniture has many marks of use and the TV is small and with TDT, a little outdated.",0.5574,positive,427,2022-09-09,2022,9,5.0,Ok,En familia,Habitación Triple
Xenia,España,"por el precio y la categoría, podría mejorar.","La cena estaba muy buena, la habitación era amplia y con dos baños. Ubicación en el centro.","Dinner was very good, the room was spacious and with two bathrooms. Location in the center.",0.4927,positive,91,"El desayuno era muy escaso y con la habitación no se te garantiza plaza de parking, no tuvimos en toda la estancia.","Breakfast was very scarce and with the room you are not guaranteed parking space, we did not have throughout the stay.",0.0,neutral,115,2022-09-08,2022,9,7.0,Good,En grupo,Habitación Cuádruple Estándar
Carlos,España,Estancia breve pero incomoda.,las camas,the sisters,0.0,neutral,9,"Mala señal de wifi, mala señal de la televisión, las televisiones se veían viejas, los cubos de papelera muy pequeños, el servicio molestaba mucho por las mañanas.","Bad wifi signal, bad TV signal, the TVs looked old, the trash cans very small, the service bothered a lot in the mornings.",-0.8519,negative,163,2022-08-29,2022,8,4.0,Poor,En pareja,Habitación Doble - 1 o 2 camas
Laura,España,Bien pero mejotable,"La ubicación, la habitación espaciosa, y que el lavabo tiene bidé","The location, the spacious room, and that the sink has bidet",0.0,neutral,65,"Las almohadas incomodas, el colchón duro, una luz no funcionaba y no la podían arreglar hasta el día siguiente.","The awkward pillows, the hard mattress, a light didn't work and they couldn't fix it until the next day.",-0.25,negative,111,2022-08-23,2022,8,7.0,Good,En familia,Habitación Triple
Carmen,España,Visita en familia dos días Andorra,"La ubicación genial, al lado de la calle comercial con tiendas y restaurantes, además de parkings.
La habitación espaciosa con dos baños, aunque en nuestra reserva ponía con cama de matrimonio y dos literas y solo tenía una","The great location, next to the shopping street with shops and restaurants, in addition to parkings.
The spacious room with two bathrooms, although in our reservation it had a double bed and two bunk beds and only one",0.6249,positive,223,"La habitación grande, pero las vistas a un callejón pésimas.
El desayuno está bien, aunque hemos estado en tres estrellas con mayor surtido, por ser un cuatro estrellas esperábamos más variedad.","The big room, but the views to a lousy alley.
Breakfast is fine, although we have been in three stars with greater assortment, being a four star we expected more variety.",-0.0772,neutral,194,2022-08-21,2022,8,7.0,Good,En familia,Habitación Cuádruple Estándar
Maria,España,caro para lo que es,ubicacion,location,0.0,neutral,9,las camas,the sisters,0.0,neutral,9,2022-08-19,2022,8,7.0,Good,En familia,Habitación Cuádruple Deluxe
Oscar,España,Aceptable,La habitación muy amplia y cómoda. El desayuno bastante correcto.,The room is very spacious and comfortable. Pretty good breakfast.,0.8646,positive,65,"El personal frío y distante, ni una sola sonrisa. El parking no se puede reservar y cuando llegamos estaba completo. El aparcamiento en Andorra es caro y desagradable. La habitación muy impersonal.","The cold and distant staff, not a single smile. Parking can not be reserved and when we arrived it was complete. Parking in Andorra is expensive and unpleasant. The room is very impersonal.",-0.7784,negative,197,2022-08-07,2022,8,5.0,Ok,En grupo,Habitación Cuádruple Estándar
Jlcobas,España,Tuvo tiempos mejores,La ubicación y el tamaño de la habitación,The location and size of the room,0.0,neutral,41,Un poco envejecido y la ropa de cama con demasiados usos.,A little aged and bedding with too many uses.,0.0,neutral,57,2022-07-30,2022,7,6.0,Ok,En familia,Habitación Triple
Ghena,España,Dezgustado,esta bien situado,is well located,0.2732,positive,17,"No me gustó 
camas mal echas 
la nevera sucia 
los muebles ralladas rotas
el aire acondicionado sucio (por dentro en la salida del aire)
las duchas viejas en mal estado 
mandó de la televisión sin pilas 
               No es un hotel de 4estrellas","I didn't like 
bad beds 
dirty fridge 
broken grated furniture
dirty air conditioning (inside at the air outlet)
old showers in poor condition 
sent from the television without batteries 
               This is not a 4-star hotel.",-0.8823,negative,247,2022-07-25,2022,7,4.0,Poor,En familia,Habitación Triple
Angel,España,Habitación cómoda pero necesita una reforma,"La ubicación, está a 2min caminando de la calle de las tiendas. La habitación era súper amplia.",The location is a 2-minute walk from the shopping street. The room was super spacious.,0.5994,positive,95,"Nos cobraron una tasa de turista de 3,95€/persona por día hospedado. No nos avisaron con antelación hasta que no llegamos al hotel. Me pareció bastante mal por parte del hotel y de booking.
El mobiliario (minibar, muebles, televisión) de la habitación están para cambiar, se nota que tienen muchos años y están muy desgastados.","We were charged a tourist rate of €3.95/person per day hosted. They didn't give us advance notice until we got to the hotel. I found it rather bad on the part of the hotel and booking.
The furniture (minibar, furniture, television) of the room are to change, it is noticeable that they are many years old and are very worn.",-0.7778,negative,327,2022-07-21,2022,7,7.0,Good,En pareja,Habitación Doble - 1 o 2 camas
Fernando,España,Muy mal,Comida de Media pensión espectacular,Spectacular Half Board Food,0.0,neutral,36,Habitacion mal acabada y con muchos ruidos. Trato al llegar lamentable no dan Habitación hasta 16 horas,Poorly finished room with a lot of noise. Deal on arrival unfortunate do not give room until 16 hours,-0.4588,negative,103,2022-07-17,2022,7,2.0,Very poor,En pareja,Habitación Cuádruple Deluxe
Borja,España,Hotel de negocios,"La ubicación muy buena. Los servicios del hotel completos (desayuno, parking, gimnasio, recepción 24 h). Las habitaciones son muy grandes, incluso en exceso.","The location is very good. Full hotel services (breakfast, parking, gym, 24-hour reception). The rooms are very large, even in excess.",0.4927,positive,157,El estado de conservación del edificio. Las habitaciones también estaban un poco descuidadas.,The state of conservation of the building. The rooms were also a bit neglected.,-0.5267,negative,93,2022-07-07,2022,7,7.0,Good,En grupo,Habitación Doble - 1 o 2 camas
Ana,España,Bien,La comida del restaurante y el trato de los camareros,The restaurant's food and the waiters' treatment,0.0,neutral,53,La recepcionista del turno de mańana encantadora en cambio la del turno de tarde  muy seca.,The receptionist of the lovely morning shift instead of the very dry afternoon shift.,0.5859,positive,91,2022-06-30,2022,6,7.0,Good,En grupo,Habitación Cuádruple Estándar
Marta,España,Esta vez decepcionante,"El tamaño de la habitación, la limpieza y la ubicación.","Room size, cleanliness and location.",0.0,neutral,55,"La habitación era grande, busco este hotel ya que tengo claustrofobia y esta vez la sala era grande y la habitación agobiante, el aire acondicionado daba contra un armario y no enfriaba nada. Estan de obras y nos dieron 1 planta, había por lo tanto que estar con la ventana abierta y el ruido era increíble, dos noches de agobio, me compré tapones. Para desayunar bajamos a las 9.45, 3/4 hora antes cierre, estaba prácticamente vacío, no reponen nada; no sé si están de recortes pero ni papel WC tuvimos el primer día. El ascensor en la planta 1 no funcionaba bien, tengo discapacidad visual y tenía que bajar por escaleras. Lo aviso por si vais en silla ruedas o cochecito.",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,674,2022-06-24,2022,6,5.0,Ok,En pareja,Habitación Doble - 1 o 2 camas
Jose,España,Justillo,La ubicacion.,The location,0.0,neutral,13,Hace falta renovar las habitaciones.,The rooms need to be renovated.,0.0,neutral,36,2022-06-05,2022,6,7.0,Good,En familia,Habitación Cuádruple Estándar
Jordi,España,DECEPCIONANTE,Nada.,Nothing.,0.0,neutral,5,"Decepcionante. No queda nada de aquel hotel de calidad máxima en el centro de Escaldes. Hotel en reformas (dicen), van alojando a los clientes en habitaciones antiguas, en las plantas inferiores. Muebles deteriorados, cama incómoda, televisión anticuada (CON TDT!!!), el aire acondicionado sin funcionar. No queda nada de aquel bufet de desayuno excelente. La cena, más decepcionante aún, sirven lo que les da la gana. Ponen unos platos que no tienen que ver con lo que escriben. La carta, con tres hojas arrugadas y rotas, sujetas a una madera con una pinza.
Siendo en Andorra, el català como lengua oficial, no hay NINGUN empleado que lo hable. Ni en recepción, ni en el restaurante. 
Lo siento, pero no VOLVERÉ.",QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS,0.0,neutral,714,2022-05-15,2022,5,4.0,Poor,En pareja,Habitación Doble - 1 o 2 camas
Marti,España,Genial,La habitacions.. I el trato,The rooms.. And the deal,0.0,neutral,27,..El bufet el embutido i queso estaba muy seco incomible..lo demas perfecto,.. the buffet the sausage and cheese was very dry incompatible..the rest perfect,0.5719,positive,75,2022-05-06,2022,5,7.0,Good,En grupo,Habitación Cuádruple Estándar
Javier,España,Bien,"Nos alojamos en la habitación para 5 personas. Tiene dos habitaciones, una con cama de matrimonio y otra con litera. Dos baños independientes lo que da mucha independencia.","We stayed in the room for 5 people. It has two bedrooms, one with a double bed and one with a bunk bed. Two independent bathrooms which gives a lot of independence.",0.0,neutral,172,Los baños están algo antiguos,The bathrooms are somewhat old.,0.0,neutral,29,2022-04-20,2022,4,7.0,Good,En grupo,Habitación Cuádruple Estándar
Jorge,España,Bien,La habitación grande y con dos baños.,The large room with two bathrooms.,0.0,neutral,37,El bufet del desayuno podía ser de más calidad y cantidad.,The breakfast buffet could be of more quality and quantity.,0.0,neutral,58,2022-04-17,2022,4,7.0,Good,En familia,Habitación Triple
Nuria,España,Buena experiencia,"principalmente la ubicación, estaba limpio, la habitación muy grande pero la zona de las literas muy pequeña y mal ubicada","mainly the location, it was clean, the room very large but the bunk area very small and poorly located",0.2144,positive,122,El aparcamiento,Car park,0.0,neutral,15,2022-04-17,2022,4,7.0,Good,En familia,Habitación Cuádruple Estándar
Jesus,España,Bien,"El desayuno está muy bien, es tipo buffet y está bien surtido.","Breakfast is fine, buffet style and well stocked.",0.4404,positive,62,Colchones muy blandos a mi gusto,Very soft mattresses to my liking,0.4019,positive,32,2022-04-13,2022,4,7.0,Good,En familia,Habitación Familiar
Artur,España,Bien,Bien situado y personal muy amable.,Well located and very friendly staff.,0.6801,positive,35,"No iba ni la tv ni el teléfono, después de informar a recepción, que fueron muy amables, cambiaron la tv, pero para ser un hotel de 4 estrellas y no precisamente barato son detalles que no están a la altura.","There was neither the TV nor the phone, after informing reception, that they were very friendly, they changed the TV, but to be a 4-star hotel and not exactly cheap are details that are not up to par.",0.3064,positive,207,2022-04-12,2022,4,7.0,Good,En familia,Habitación Cuádruple Estándar
